Solar elevation from 
at altitude=25.00Km latitude=40.00 longitude=-86.00

Day	== Time ==	Solar Elevation
06-07	17:54:50	+17.818°
06-07	18:51:40	+07.542°
06-07	19:48:31	-02.083°
06-08	04:38:45	-02.087°
06-08	05:35:39	+07.536°
06-08	06:32:33	+17.814°
06-08	07:29:27	+28.501°
06-08	08:26:21	+39.377°
06-08	09:23:15	+50.174°
06-08	10:20:08	+60.427°
06-08	11:17:02	+68.968°
06-08	12:13:56	+72.754°
06-08	13:10:50	+68.968°
06-08	14:07:44	+60.427°
06-08	15:04:38	+50.174°
06-08	16:01:32	+39.377°
06-08	16:58:25	+28.501°
06-08	17:55:19	+17.814°
06-08	18:52:13	+07.536°
06-08	19:49:07	-02.087°
06-09	04:38:28	-02.090°
06-09	05:35:25	+07.530°
06-09	06:32:23	+17.809°
06-09	07:29:20	+28.502°
06-09	08:26:17	+39.387°
06-09	09:23:14	+50.199°
06-09	10:20:11	+60.472°
06-09	11:17:08	+69.040°
06-09	12:14:05	+72.846°
06-09	13:11:02	+69.040°
06-09	14:07:59	+60.472°
06-09	15:04:56	+50.199°
06-09	16:01:53	+39.387°
06-09	16:58:51	+28.502°
06-09	17:55:48	+17.809°
06-09	18:52:45	+07.530°
06-09	19:49:42	-02.090°
06-10	04:38:14	-02.093°
06-10	05:35:14	+07.525°
06-10	06:32:14	+17.805°
06-10	07:29:14	+28.504°
06-10	08:26:14	+39.397°
06-10	09:23:14	+50.221°
06-10	10:20:14	+60.512°
06-10	11:17:14	+69.108°
06-10	12:14:14	+72.933°
06-10	13:11:15	+69.108°
06-10	14:08:15	+60.512°
06-10	15:05:15	+50.221°
06-10	16:02:15	+39.397°
06-10	16:59:15	+28.504°
06-10	17:56:15	+17.805°
06-10	18:53:15	+07.525°
06-10	19:50:15	-02.093°
06-11	04:38:01	-02.096°
06-11	05:35:04	+07.519°
06-11	06:32:07	+17.802°
06-11	07:29:10	+28.504°
06-11	08:26:13	+39.406°
06-11	09:23:16	+50.241°
06-11	10:20:18	+60.550°
06-11	11:17:21	+69.169°
06-11	12:14:24	+73.012°
06-11	13:11:27	+69.169°
06-11	14:08:30	+60.550°
06-11	15:05:33	+50.241°
06-11	16:02:36	+39.406°
06-11	16:59:39	+28.504°
06-11	17:56:41	+17.802°
06-11	18:53:44	+07.519°
06-11	19:50:47	-02.096°
06-12	04:37:51	-02.099°
06-12	05:34:56	+07.514°
06-12	06:32:02	+17.798°
06-12	07:29:07	+28.505°
06-12	08:26:13	+39.413°
06-12	09:23:18	+50.259°
06-12	10:20:23	+60.584°
06-12	11:17:29	+69.226°
06-12	12:14:34	+73.085°
06-12	13:11:40	+69.226°
06-12	14:08:45	+60.584°
06-12	15:05:51	+50.259°
06-12	16:02:56	+39.413°
06-12	17:00:01	+28.505°
06-12	17:57:07	+17.798°
06-12	18:54:12	+07.514°
06-12	19:51:18	-02.099°
06-13	04:37:43	-02.101°
06-13	05:34:51	+07.510°
06-13	06:31:58	+17.795°
06-13	07:29:06	+28.506°
06-13	08:26:14	+39.420°
06-13	09:23:21	+50.276°
06-13	10:20:29	+60.614°
06-13	11:17:37	+69.277°
06-13	12:14:45	+73.151°
06-13	13:11:52	+69.277°
06-13	14:09:00	+60.614°
06-13	15:06:08	+50.276°
06-13	16:03:16	+39.420°
06-13	17:00:23	+28.506°
06-13	17:57:31	+17.795°
06-13	18:54:39	+07.510°
06-13	19:51:47	-02.101°
06-14	04:37:37	-02.103°
06-14	05:34:47	+07.506°
06-14	06:31:57	+17.792°
06-14	07:29:06	+28.506°
06-14	08:26:16	+39.427°
06-14	09:23:26	+50.291°
06-14	10:20:36	+60.642°
06-14	11:17:46	+69.323°
06-14	12:14:55	+73.210°
06-14	13:12:05	+69.323°
06-14	14:09:15	+60.642°
06-14	15:06:25	+50.291°
06-14	16:03:35	+39.427°
06-14	17:00:44	+28.506°
06-14	17:57:54	+17.792°
06-14	18:55:04	+07.506°
06-14	19:52:14	-02.103°
06-15	04:37:33	-02.105°
06-15	05:34:45	+07.502°
06-15	06:31:56	+17.789°
06-15	07:29:08	+28.506°
06-15	08:26:20	+39.432°
06-15	09:23:31	+50.304°
06-15	10:20:43	+60.666°
06-15	11:17:55	+69.363°
06-15	12:15:06	+73.262°
06-15	13:12:18	+69.363°
06-15	14:09:30	+60.666°
06-15	15:06:41	+50.304°
06-15	16:03:53	+39.432°
06-15	17:01:05	+28.506°
06-15	17:58:16	+17.789°
06-15	18:55:28	+07.502°
06-15	19:52:40	-02.105°
06-16	04:37:32	-02.107°
06-16	05:34:45	+07.499°
06-16	06:31:58	+17.787°
06-16	07:29:11	+28.507°
06-16	08:26:25	+39.437°
06-16	09:23:38	+50.315°
06-16	10:20:51	+60.687°
06-16	11:18:04	+69.398°
06-16	12:15:18	+73.308°
06-16	13:12:31	+69.398°
06-16	14:09:44	+60.687°
06-16	15:06:58	+50.315°
06-16	16:04:11	+39.437°
06-16	17:01:24	+28.507°
06-16	17:58:37	+17.787°
06-16	18:55:51	+07.499°
06-16	19:53:04	-02.107°
06-17	04:37:32	-02.109°
06-17	05:34:47	+07.496°
06-17	06:32:01	+17.784°
06-17	07:29:16	+28.507°
06-17	08:26:31	+39.440°
06-17	09:23:45	+50.324°
06-17	10:20:60	+60.705°
06-17	11:18:15	+69.428°
06-17	12:15:29	+73.347°
06-17	13:12:44	+69.428°
06-17	14:09:59	+60.705°
06-17	15:07:13	+50.324°
06-17	16:04:28	+39.440°
06-17	17:01:42	+28.507°
06-17	17:58:57	+17.784°
06-17	18:56:12	+07.496°
06-17	19:53:26	-02.109°
06-18	04:37:35	-02.110°
06-18	05:34:51	+07.494°
06-18	06:32:06	+17.783°
06-18	07:29:22	+28.507°
06-18	08:26:38	+39.444°
06-18	09:23:54	+50.332°
06-18	10:21:09	+60.719°
06-18	11:18:25	+69.452°
06-18	12:15:41	+73.378°
06-18	13:12:57	+69.452°
06-18	14:10:13	+60.719°
06-18	15:07:28	+50.332°
06-18	16:04:44	+39.444°
06-18	17:01:60	+28.507°
06-18	17:59:16	+17.783°
06-18	18:56:31	+07.494°
06-18	19:53:47	-02.110°
06-19	04:37:40	-02.111°
06-19	05:34:57	+07.492°
06-19	06:32:13	+17.781°
06-19	07:29:30	+28.507°
06-19	08:26:46	+39.446°
06-19	09:24:03	+50.338°
06-19	10:21:20	+60.731°
06-19	11:18:36	+69.472°
06-19	12:15:53	+73.403°
06-19	13:13:10	+69.472°
06-19	14:10:26	+60.731°
06-19	15:07:43	+50.338°
06-19	16:04:60	+39.446°
06-19	17:02:16	+28.507°
06-19	17:59:33	+17.781°
06-19	18:56:49	+07.492°
06-19	19:54:06	-02.111°
06-20	04:37:47	-02.112°
06-20	05:35:04	+07.491°
06-20	06:32:21	+17.780°
06-20	07:29:39	+28.507°
06-20	08:26:56	+39.448°
06-20	09:24:13	+50.343°
06-20	10:21:31	+60.739°
06-20	11:18:48	+69.485°
06-20	12:16:05	+73.421°
06-20	13:13:22	+69.485°
06-20	14:10:40	+60.739°
06-20	15:07:57	+50.343°
06-20	16:05:14	+39.448°
06-20	17:02:32	+28.507°
06-20	17:59:49	+17.780°
06-20	18:57:06	+07.491°
06-20	19:54:23	-02.112°
06-21	04:37:56	-02.112°
06-21	05:35:14	+07.490°
06-21	06:32:31	+17.780°
06-21	07:29:49	+28.507°
06-21	08:27:07	+39.449°
06-21	09:24:24	+50.345°
06-21	10:21:42	+60.744°
06-21	11:18:60	+69.494°
06-21	12:16:17	+73.433°
06-21	13:13:35	+69.494°
06-21	14:10:53	+60.744°
06-21	15:08:11	+50.345°
06-21	16:05:28	+39.449°
06-21	17:02:46	+28.507°
06-21	18:00:04	+17.780°
06-21	18:57:21	+07.490°
06-21	19:54:39	-02.112°
06-22	04:38:07	-02.112°
06-22	05:35:25	+07.490°
06-22	06:32:43	+17.779°
06-22	07:30:01	+28.507°
06-22	08:27:19	+39.449°
06-22	09:24:36	+50.346°
06-22	10:21:54	+60.746°
06-22	11:19:12	+69.497°
06-22	12:16:30	+73.437°
06-22	13:13:48	+69.497°
06-22	14:11:06	+60.746°
06-22	15:08:23	+50.346°
06-22	16:05:41	+39.449°
06-22	17:02:59	+28.507°
06-22	18:00:17	+17.779°
06-22	18:57:35	+07.490°
06-22	19:54:53	-02.112°
06-23	04:38:21	-02.112°
06-23	05:35:38	+07.490°
06-23	06:32:56	+17.780°
06-23	07:30:14	+28.507°
06-23	08:27:32	+39.449°
06-23	09:24:49	+50.346°
06-23	10:22:07	+60.745°
06-23	11:19:25	+69.495°
06-23	12:16:43	+73.434°
06-23	13:14:00	+69.495°
06-23	14:11:18	+60.745°
06-23	15:08:36	+50.346°
06-23	16:05:54	+39.449°
06-23	17:03:11	+28.507°
06-23	18:00:29	+17.780°
06-23	18:57:47	+07.490°
06-23	19:55:04	-02.112°
06-24	04:38:36	-02.112°
06-24	05:35:53	+07.491°
06-24	06:33:11	+17.780°
06-24	07:30:28	+28.507°
06-24	08:27:46	+39.448°
06-24	09:25:03	+50.344°
06-24	10:22:20	+60.741°
06-24	11:19:38	+69.488°
06-24	12:16:55	+73.425°
06-24	13:14:13	+69.488°
06-24	14:11:30	+60.741°
06-24	15:08:47	+50.344°
06-24	16:06:05	+39.448°
06-24	17:03:22	+28.507°
06-24	18:00:40	+17.780°
06-24	18:57:57	+07.491°
06-24	19:55:14	-02.112°
06-25	04:38:54	-02.111°
06-25	05:36:10	+07.492°
06-25	06:33:27	+17.781°
06-25	07:30:44	+28.507°
06-25	08:28:01	+39.447°
06-25	09:25:18	+50.340°
06-25	10:22:34	+60.733°
06-25	11:19:51	+69.475°
06-25	12:17:08	+73.408°
06-25	13:14:25	+69.475°
06-25	14:11:42	+60.733°
06-25	15:08:59	+50.340°
06-25	16:06:15	+39.447°
06-25	17:03:32	+28.507°
06-25	18:00:49	+17.781°
06-25	18:58:06	+07.492°
06-25	19:55:23	-02.111°
06-26	04:39:13	-02.110°
06-26	05:36:29	+07.494°
06-26	06:33:45	+17.782°
06-26	07:31:01	+28.507°
06-26	08:28:17	+39.444°
06-26	09:25:33	+50.334°
06-26	10:22:49	+60.722°
06-26	11:20:05	+69.458°
06-26	12:17:21	+73.385°
06-26	13:14:37	+69.458°
06-26	14:11:53	+60.722°
06-26	15:09:09	+50.334°
06-26	16:06:25	+39.444°
06-26	17:03:41	+28.507°
06-26	18:00:57	+17.782°
06-26	18:58:13	+07.494°
06-26	19:55:29	-02.110°
06-27	04:39:34	-02.109°
06-27	05:36:49	+07.496°
06-27	06:34:04	+17.784°
06-27	07:31:19	+28.507°
06-27	08:28:34	+39.441°
06-27	09:25:49	+50.327°
06-27	10:23:04	+60.709°
06-27	11:20:19	+69.434°
06-27	12:17:34	+73.355°
06-27	13:14:49	+69.434°
06-27	14:12:04	+60.709°
06-27	15:09:19	+50.327°
06-27	16:06:34	+39.441°
06-27	17:03:49	+28.507°
06-27	18:01:03	+17.784°
06-27	18:58:18	+07.496°
06-27	19:55:33	-02.109°
06-28	04:39:58	-02.108°
06-28	05:37:11	+07.498°
06-28	06:34:25	+17.786°
06-28	07:31:39	+28.507°
06-28	08:28:52	+39.438°
06-28	09:26:06	+50.317°
06-28	10:23:19	+60.692°
06-28	11:20:33	+69.406°
06-28	12:17:47	+73.318°
06-28	13:15:00	+69.406°
06-28	14:12:14	+60.692°
06-28	15:09:28	+50.317°
06-28	16:06:41	+39.438°
06-28	17:03:55	+28.507°
06-28	18:01:09	+17.786°
06-28	18:58:22	+07.498°
06-28	19:55:36	-02.108°
06-29	04:40:23	-02.106°
06-29	05:37:35	+07.502°
06-29	06:34:47	+17.788°
06-29	07:31:59	+28.506°
06-29	08:29:11	+39.433°
06-29	09:26:23	+50.307°
06-29	10:23:35	+60.672°
06-29	11:20:48	+69.372°
06-29	12:17:60	+73.274°
06-29	13:15:12	+69.372°
06-29	14:12:24	+60.672°
06-29	15:09:36	+50.307°
06-29	16:06:48	+39.433°
06-29	17:04:00	+28.506°
06-29	18:01:12	+17.788°
06-29	18:58:24	+07.502°
06-29	19:55:36	-02.106°
06-30	04:40:50	-02.104°
06-30	05:38:00	+07.505°
06-30	06:35:11	+17.791°
06-30	07:32:21	+28.506°
06-30	08:29:31	+39.428°
06-30	09:26:42	+50.294°
06-30	10:23:52	+60.648°
06-30	11:21:02	+69.333°
06-30	12:18:13	+73.224°
06-30	13:15:23	+69.333°
06-30	14:12:33	+60.648°
06-30	15:09:43	+50.294°
06-30	16:06:54	+39.428°
06-30	17:04:04	+28.506°
06-30	18:01:14	+17.791°
06-30	18:58:25	+07.505°
06-30	19:55:35	-02.104°
07-01	04:41:19	-02.102°
07-01	05:38:27	+07.509°
07-01	06:35:36	+17.794°
07-01	07:32:44	+28.506°
07-01	08:29:52	+39.422°
07-01	09:27:01	+50.280°
07-01	10:24:09	+60.622°
07-01	11:21:17	+69.289°
07-01	12:18:25	+73.167°
07-01	13:15:34	+69.289°
07-01	14:12:42	+60.622°
07-01	15:09:50	+50.280°
07-01	16:06:59	+39.422°
07-01	17:04:07	+28.506°
07-01	18:01:15	+17.794°
07-01	18:58:23	+07.509°
07-01	19:55:32	-02.102°
07-02	04:41:50	-02.099°
07-02	05:38:56	+07.513°
07-02	06:36:02	+17.797°
07-02	07:33:08	+28.505°
07-02	08:30:14	+39.415°
07-02	09:27:20	+50.264°
07-02	10:24:26	+60.592°
07-02	11:21:32	+69.239°
07-02	12:18:38	+73.102°
07-02	13:15:44	+69.239°
07-02	14:12:50	+60.592°
07-02	15:09:56	+50.264°
07-02	16:07:02	+39.415°
07-02	17:04:08	+28.505°
07-02	18:01:14	+17.797°
07-02	18:58:20	+07.513°
07-02	19:55:26	-02.099°
07-03	04:42:22	-02.097°
07-03	05:39:26	+07.518°
07-03	06:36:29	+17.801°
07-03	07:33:33	+28.505°
07-03	08:30:37	+39.408°
07-03	09:27:40	+50.246°
07-03	10:24:44	+60.559°
07-03	11:21:47	+69.184°
07-03	12:18:51	+73.032°
07-03	13:15:54	+69.184°
07-03	14:12:58	+60.559°
07-03	15:10:01	+50.246°
07-03	16:07:05	+39.408°
07-03	17:04:09	+28.505°
07-03	18:01:12	+17.801°
07-03	18:58:16	+07.518°
07-03	19:55:19	-02.097°
07-04	04:42:57	-02.094°
07-04	05:39:57	+07.523°
07-04	06:36:58	+17.804°
07-04	07:33:59	+28.504°
07-04	08:30:60	+39.399°
07-04	09:28:01	+50.226°
07-04	10:25:02	+60.522°
07-04	11:22:02	+69.124°
07-04	12:19:03	+72.954°
07-04	13:16:04	+69.124°
07-04	14:13:05	+60.522°
07-04	15:10:06	+50.226°
07-04	16:07:07	+39.399°
07-04	17:04:08	+28.504°
07-04	18:01:08	+17.804°
07-04	18:58:09	+07.523°
07-04	19:55:10	-02.094°
07-05	04:43:32	-02.091°
07-05	05:40:30	+07.529°
07-05	06:37:28	+17.808°
07-05	07:34:26	+28.503°
07-05	08:31:24	+39.390°
07-05	09:28:22	+50.205°
07-05	10:25:20	+60.483°
07-05	11:22:18	+69.059°
07-05	12:19:16	+72.870°
07-05	13:16:14	+69.059°
07-05	14:13:12	+60.483°
07-05	15:10:09	+50.205°
07-05	16:07:07	+39.390°
07-05	17:04:05	+28.503°
07-05	18:01:03	+17.808°
07-05	18:58:01	+07.529°
07-05	19:54:59	-02.091°
07-06	04:44:10	-02.088°
07-06	05:41:05	+07.535°
07-06	06:37:60	+17.812°
07-06	07:34:54	+28.502°
07-06	08:31:49	+39.380°
07-06	09:28:44	+50.181°
07-06	10:25:39	+60.440°
07-06	11:22:33	+68.988°
07-06	12:19:28	+72.779°
07-06	13:16:23	+68.988°
07-06	14:13:18	+60.440°
07-06	15:10:12	+50.181°
07-06	16:07:07	+39.380°
07-06	17:04:02	+28.502°
07-06	18:00:56	+17.812°
07-06	18:57:51	+07.535°
07-06	19:54:46	-02.088°
07-07	04:44:49	-02.084°
07-07	05:41:41	+07.541°
07-07	06:38:32	+17.817°
07-07	07:35:23	+28.500°
07-07	08:32:15	+39.368°
07-07	09:29:06	+50.156°
07-07	10:25:57	+60.393°
07-07	11:22:49	+68.912°
07-07	12:19:40	+72.682°
07-07	13:16:31	+68.912°
07-07	14:13:23	+60.393°
07-07	15:10:14	+50.156°
07-07	16:07:06	+39.368°
07-07	17:03:57	+28.500°
07-07	18:00:48	+17.817°
07-07	18:57:40	+07.541°
07-07	19:54:31	-02.084°
07-08	04:45:30	-02.081°
07-08	05:42:18	+07.547°
07-08	06:39:05	+17.821°
07-08	07:35:53	+28.498°
07-08	08:32:41	+39.356°
07-08	09:29:29	+50.128°
07-08	10:26:16	+60.343°
07-08	11:23:04	+68.830°
07-08	12:19:52	+72.578°
07-08	13:16:40	+68.830°
07-08	14:13:28	+60.343°
07-08	15:10:15	+50.128°
07-08	16:07:03	+39.356°
07-08	17:03:51	+28.498°
07-08	18:00:39	+17.821°
07-08	18:57:26	+07.547°
07-08	19:54:14	-02.081°
07-09	04:46:12	-02.077°
07-09	05:42:56	+07.554°
07-09	06:39:40	+17.826°
07-09	07:36:24	+28.496°
07-09	08:33:08	+39.343°
07-09	09:29:52	+50.099°
07-09	10:26:36	+60.290°
07-09	11:23:20	+68.743°
07-09	12:20:04	+72.467°
07-09	13:16:48	+68.743°
07-09	14:13:32	+60.290°
07-09	15:10:16	+50.099°
07-09	16:06:59	+39.343°
07-09	17:03:43	+28.496°
07-09	18:00:27	+17.826°
07-09	18:57:11	+07.554°
07-09	19:53:55	-02.077°
07-10	04:46:55	-02.073°
07-10	05:43:35	+07.561°
07-10	06:40:15	+17.830°
07-10	07:36:55	+28.493°
07-10	08:33:35	+39.328°
07-10	09:30:15	+50.067°
07-10	10:26:55	+60.233°
07-10	11:23:35	+68.651°
07-10	12:20:15	+72.350°
07-10	13:16:55	+68.651°
07-10	14:13:35	+60.233°
07-10	15:10:15	+50.067°
07-10	16:06:55	+39.328°
07-10	17:03:35	+28.493°
07-10	18:00:15	+17.830°
07-10	18:56:55	+07.561°
07-10	19:53:35	-02.073°
07-11	04:47:40	-02.069°
07-11	05:44:16	+07.568°
07-11	06:40:52	+17.835°
07-11	07:37:28	+28.490°
07-11	08:34:03	+39.313°
07-11	09:30:39	+50.033°
07-11	10:27:15	+60.173°
07-11	11:23:50	+68.554°
07-11	12:20:26	+72.227°
07-11	13:17:02	+68.554°
07-11	14:13:38	+60.173°
07-11	15:10:13	+50.033°
07-11	16:06:49	+39.313°
07-11	17:03:25	+28.490°
07-11	18:00:01	+17.835°
07-11	18:56:36	+07.568°
07-11	19:53:12	-02.069°
07-12	04:48:27	-02.065°
07-12	05:44:58	+07.576°
07-12	06:41:29	+17.839°
07-12	07:38:01	+28.487°
07-12	08:34:32	+39.296°
07-12	09:31:03	+49.997°
07-12	10:27:35	+60.109°
07-12	11:24:06	+68.451°
07-12	12:20:37	+72.097°
07-12	13:17:08	+68.451°
07-12	14:13:40	+60.109°
07-12	15:10:11	+49.997°
07-12	16:06:42	+39.296°
07-12	17:03:14	+28.487°
07-12	17:59:45	+17.839°
07-12	18:56:16	+07.576°
07-12	19:52:47	-02.065°
07-13	04:49:14	-01.771°
07-13	05:49:13	+08.523°
07-13	06:49:11	+19.487°
07-13	07:49:09	+30.839°
07-13	08:49:08	+42.309°
07-13	09:49:06	+53.529°
07-13	10:49:04	+63.742°
07-13	11:49:03	+70.869°
07-13	12:49:01	+70.869°
07-13	13:48:59	+63.742°
07-13	14:48:58	+53.529°
07-13	15:48:56	+42.309°
07-13	16:48:54	+30.839°
07-13	17:48:53	+19.487°
07-13	18:48:51	+08.523°
07-13	19:48:49	-01.771°
07-14	04:50:03	-01.766°
07-14	05:49:56	+08.530°
07-14	06:49:50	+19.490°
07-14	07:49:43	+30.831°
07-14	08:49:36	+42.284°
07-14	09:49:29	+53.480°
07-14	10:49:22	+63.655°
07-14	11:49:16	+70.736°
07-14	12:49:09	+70.736°
07-14	13:49:02	+63.655°
07-14	14:48:55	+53.480°
07-14	15:48:49	+42.284°
07-14	16:48:42	+30.831°
07-14	17:48:35	+19.490°
07-14	18:48:28	+08.530°
07-14	19:48:21	-01.766°
07-15	04:50:53	-01.761°
07-15	05:50:41	+08.538°
07-15	06:50:29	+19.493°
07-15	07:50:17	+30.823°
07-15	08:50:05	+42.258°
07-15	09:49:53	+53.427°
07-15	10:49:41	+63.563°
07-15	11:49:28	+70.598°
07-15	12:49:16	+70.598°
07-15	13:49:04	+63.563°
07-15	14:48:52	+53.427°
07-15	15:48:40	+42.258°
07-15	16:48:28	+30.823°
07-15	17:48:16	+19.493°
07-15	18:48:04	+08.538°
07-15	19:47:52	-01.761°
07-16	04:51:44	-01.756°
07-16	05:51:27	+08.546°
07-16	06:51:09	+19.496°
07-16	07:50:51	+30.814°
07-16	08:50:34	+42.230°
07-16	09:50:16	+53.372°
07-16	10:49:59	+63.467°
07-16	11:49:41	+70.453°
07-16	12:49:23	+70.453°
07-16	13:49:06	+63.467°
07-16	14:48:48	+53.372°
07-16	15:48:30	+42.230°
07-16	16:48:13	+30.814°
07-16	17:47:55	+19.496°
07-16	18:47:38	+08.546°
07-16	19:47:20	-01.756°
07-17	04:52:36	-01.751°
07-17	05:52:13	+08.554°
07-17	06:51:50	+19.498°
07-17	07:51:26	+30.804°
07-17	08:51:03	+42.201°
07-17	09:50:40	+53.313°
07-17	10:50:16	+63.367°
07-17	11:49:53	+70.303°
07-17	12:49:30	+70.303°
07-17	13:49:07	+63.367°
07-17	14:48:43	+53.313°
07-17	15:48:20	+42.201°
07-17	16:47:57	+30.804°
07-17	17:47:33	+19.498°
07-17	18:47:10	+08.554°
07-17	19:46:47	-01.751°
07-18	04:53:30	-01.746°
07-18	05:53:00	+08.562°
07-18	06:52:31	+19.500°
07-18	07:52:02	+30.794°
07-18	08:51:33	+42.170°
07-18	09:51:04	+53.252°
07-18	10:50:34	+63.262°
07-18	11:50:05	+70.147°
07-18	12:49:36	+70.147°
07-18	13:49:07	+63.262°
07-18	14:48:37	+53.252°
07-18	15:48:08	+42.170°
07-18	16:47:39	+30.794°
07-18	17:47:10	+19.500°
07-18	18:46:41	+08.562°
07-18	19:46:11	-01.746°
07-19	04:54:24	-01.741°
07-19	05:53:49	+08.569°
07-19	06:53:13	+19.502°
07-19	07:52:38	+30.782°
07-19	08:52:03	+42.137°
07-19	09:51:27	+53.188°
07-19	10:50:52	+63.153°
07-19	11:50:17	+69.985°
07-19	12:49:41	+69.985°
07-19	13:49:06	+63.153°
07-19	14:48:31	+53.188°
07-19	15:47:56	+42.137°
07-19	16:47:20	+30.782°
07-19	17:46:45	+19.502°
07-19	18:46:10	+08.569°
07-19	19:45:34	-01.741°
07-20	04:55:19	-01.736°
07-20	05:54:37	+08.577°
07-20	06:53:56	+19.504°
07-20	07:53:14	+30.769°
07-20	08:52:33	+42.102°
07-20	09:51:51	+53.121°
07-20	10:51:10	+63.039°
07-20	11:50:28	+69.817°
07-20	12:49:47	+69.817°
07-20	13:49:05	+63.039°
07-20	14:48:23	+53.121°
07-20	15:47:42	+42.102°
07-20	16:47:00	+30.769°
07-20	17:46:19	+19.504°
07-20	18:45:37	+08.577°
07-20	19:44:56	-01.736°
07-21	04:56:15	-01.731°
07-21	05:55:27	+08.585°
07-21	06:54:39	+19.504°
07-21	07:53:51	+30.755°
07-21	08:53:03	+42.066°
07-21	09:52:15	+53.051°
07-21	10:51:27	+62.921°
07-21	11:50:39	+69.643°
07-21	12:49:51	+69.643°
07-21	13:49:03	+62.921°
07-21	14:48:15	+53.051°
07-21	15:47:27	+42.066°
07-21	16:46:39	+30.755°
07-21	17:45:51	+19.504°
07-21	18:45:03	+08.585°
07-21	19:44:15	-01.731°
07-22	04:57:12	-01.725°
07-22	05:56:17	+08.592°
07-22	06:55:23	+19.505°
07-22	07:54:28	+30.741°
07-22	08:53:33	+42.027°
07-22	09:52:39	+52.978°
07-22	10:51:44	+62.798°
07-22	11:50:50	+69.464°
07-22	12:49:55	+69.464°
07-22	13:49:01	+62.798°
07-22	14:48:06	+52.978°
07-22	15:47:11	+42.027°
07-22	16:46:17	+30.741°
07-22	17:45:22	+19.505°
07-22	18:44:28	+08.592°
07-22	19:43:33	-01.725°
07-23	04:58:09	-01.720°
07-23	05:57:08	+08.599°
07-23	06:56:07	+19.504°
07-23	07:55:05	+30.724°
07-23	08:54:04	+41.986°
07-23	09:53:03	+52.902°
07-23	10:52:01	+62.671°
07-23	11:50:60	+69.280°
07-23	12:49:59	+69.280°
07-23	13:48:57	+62.671°
07-23	14:47:56	+52.902°
07-23	15:46:55	+41.986°
07-23	16:45:53	+30.724°
07-23	17:44:52	+19.504°
07-23	18:43:51	+08.599°
07-23	19:42:49	-01.720°
07-24	04:59:08	-01.715°
07-24	05:57:59	+08.606°
07-24	06:56:51	+19.504°
07-24	07:55:43	+30.707°
07-24	08:54:35	+41.943°
07-24	09:53:26	+52.822°
07-24	10:52:18	+62.539°
07-24	11:51:10	+69.089°
07-24	12:50:02	+69.089°
07-24	13:48:53	+62.539°
07-24	14:47:45	+52.822°
07-24	15:46:37	+41.943°
07-24	16:45:28	+30.707°
07-24	17:44:20	+19.504°
07-24	18:43:12	+08.606°
07-24	19:42:04	-01.715°
07-25	05:00:07	-01.710°
07-25	05:58:51	+08.613°
07-25	06:57:36	+19.502°
07-25	07:56:21	+30.688°
07-25	08:55:05	+41.898°
07-25	09:53:50	+52.739°
07-25	10:52:35	+62.402°
07-25	11:51:19	+68.894°
07-25	12:50:04	+68.894°
07-25	13:48:49	+62.402°
07-25	14:47:33	+52.739°
07-25	15:46:18	+41.898°
07-25	16:45:03	+30.688°
07-25	17:43:47	+19.502°
07-25	18:42:32	+08.613°
07-25	19:41:17	-01.710°
07-26	05:01:06	-01.704°
07-26	05:59:44	+08.620°
07-26	06:58:21	+19.500°
07-26	07:56:59	+30.668°
07-26	08:55:36	+41.851°
07-26	09:54:13	+52.653°
07-26	10:52:51	+62.261°
07-26	11:51:28	+68.692°
07-26	12:50:06	+68.692°
07-26	13:48:43	+62.261°
07-26	14:47:21	+52.653°
07-26	15:45:58	+41.851°
07-26	16:44:36	+30.668°
07-26	17:43:13	+19.500°
07-26	18:41:50	+08.620°
07-26	19:40:28	-01.704°
07-27	05:02:06	-01.699°
07-27	06:00:37	+08.626°
07-27	06:59:07	+19.497°
07-27	07:57:37	+30.647°
07-27	08:56:07	+41.802°
07-27	09:54:37	+52.563°
07-27	10:53:07	+62.115°
07-27	11:51:37	+68.486°
07-27	12:50:07	+68.486°
07-27	13:48:37	+62.115°
07-27	14:47:07	+52.563°
07-27	15:45:37	+41.802°
07-27	16:44:07	+30.647°
07-27	17:42:37	+19.497°
07-27	18:41:07	+08.626°
07-27	19:39:37	-01.699°
07-28	05:03:07	-01.694°
07-28	06:01:30	+08.632°
07-28	06:59:52	+19.493°
07-28	07:58:15	+30.624°
07-28	08:56:37	+41.750°
07-28	09:54:60	+52.470°
07-28	10:53:23	+61.965°
07-28	11:51:45	+68.274°
07-28	12:50:08	+68.274°
07-28	13:48:30	+61.965°
07-28	14:46:53	+52.470°
07-28	15:45:15	+41.750°
07-28	16:43:38	+30.624°
07-28	17:42:00	+19.493°
07-28	18:40:23	+08.632°
07-28	19:38:46	-01.694°
07-29	05:04:08	-01.689°
07-29	06:02:23	+08.637°
07-29	07:00:38	+19.488°
07-29	07:58:53	+30.600°
07-29	08:57:08	+41.696°
07-29	09:55:23	+52.374°
07-29	10:53:38	+61.810°
07-29	11:51:53	+68.057°
07-29	12:50:08	+68.057°
07-29	13:48:23	+61.810°
07-29	14:46:38	+52.374°
07-29	15:44:53	+41.696°
07-29	16:43:07	+30.600°
07-29	17:41:22	+19.488°
07-29	18:39:37	+08.637°
07-29	19:37:52	-01.689°
07-30	05:05:10	-01.684°
